o_provincia	o_localidad	o_calle	o_numero	o_CP	n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP	n_resolucion	n_motivo	n_entre Calle 1	n_entre Calle 2	 CV_ZonaPeligrosa
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MONTES DE OCA MANUEL A. AVDA.	551/5	1270	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	AV MONTES DE OCA	551	1270	CO	SM	PASAJE MANUEL J SAMPERIO	WENCESLAO VILLAFAÑE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SALADILLO	1249	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	SALADILLO	1249	1408	CO	SM	GARCIA DE COSSIO	PASAJE TRENQUE LAUQUEN	N
BUENOS AIRES	AVELLANEDA	CRISOLOGO LARRALDE	4980	1870	BUENOS AIRES	AVELLANEDA	VILLA DOMINICO		CRISOLOGO LARRALDE	4980	1874	CO	SM	CENTENARIO URUGUAYO	MAGDALENA	N
CORDOBA	CORDOBA	BV ILLIA	311	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	BV DR A ILLIA	311	5000	CO	SM	BOULEVARD CHACABUCO	OBISPO SALGUERO	N
CORDOBA	CORDOBA	MONSERRAT	2115	5000	CORDOBA	CAPITAL	CORDOBA	CRISOL SUD	MONSERRAT	2115	5014	CO	SM	AVENIDA DOCTOR AMADEO SABATTINI	GOBERNADOR JUAN FRANCISCO TARRAGONA	N
BUENOS AIRES	VILLA BALLESTER	SARMIENTO	5625	1653	BUENOS AIRES	GENERAL SAN MARTIN	VILLA BALLESTER		SARMIENTO	5625	1653	CO	SM	SAN VLADIMIR	SAN VLADIMIR	N
CHUBUT	TRELEW	ALEM	1535	9100	CHUBUT	RAWSON	TRELEW	VILLA ITALIA	L N ALEM	1535	9100	CO	SM	AARON JENKINS	LOVE JONES PARRY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DRUMOND	2166	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	PJE DRUMOND	2166	1437	CO	SM	AVENIDA COBO	SOMELLERA	N
BUENOS AIRES	PILAR	LOS CIPRESES	377	1629	BUENOS AIRES	PILAR	MANUEL ALBERTI		LOS CIPRESES	377	1667	CO	SM	SANTA ELENA	SANTA TERESA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CAMARGO	640	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	V CAMARGO	640	1414	CO	SM	MALABIA	DOCTOR MANUEL ANTONIO DE ACEVEDO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CONSTANTINOPLA	3165	1431	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHAS	PJE CONSTANTINOPLA	3165	1431	CO	SM	BARZANA	LEON PEDRO ALTOLAGUIRRE	N
SALTA	ORAN	ARENALES	731	4530	SALTA	ORAN	SAN RAMON DE LA NUEVA ORAN		ARENALES	731	4530	CO	SM	GENERAL BERNARDO O HIGGINS	DOCTOR MARIANO MORENO	N
TIERRA DEL FUEGO	USHUAIA	MAGALLANES	709	9410	TIERRA DEL FUEGO	USHUAIA	USHUAIA	THOMAS BRIDGES	H DE MAGALLANES	709	9410	CO	SM	JUANA FADUL	9 DE JULIO	N
BUENOS AIRES	SARANDI	ESCALADA	487	1872	BUENOS AIRES	AVELLANEDA	SARANDI		GRAL M DE ESCALADA	487	1872	CO	SM	BLANDENGUES	AYOLAS	N
MENDOZA	GENERAL ALVEAR	ING LANGE	375	5620	MENDOZA	GENERAL ALVEAR	GENERAL ALVEAR		ING L LANGE	375	5620	CO	SM	GENERAL BARTOLOME MITRE	PRESIDENTE ROQUE SAENZ PEÑA	N
SIN PROVINCIA	SIN LOCALIDAD	S/C	S/N		SIN PROVINCIA		SIN LOCALIDAD		S/N			NE	LI			
MISIONES	POSADAS	BELGRANO	171	3300	MISIONES	CAPITAL	POSADAS		BO BELGRANO	171	3300	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	NICARAGUA	5824	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	REP DE NICARAGUA	5824	1414	CO	SM	ANGEL JUSTINIANO CARRANZA	DOCTOR EMILIO RAVIGNANI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MAZA	770	1220	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	JUAN AGUSTIN MAZA	770	1220	CO	SM	MEXICO	AVENIDA INDEPENDENCIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CASTRO	2204	1237	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	CASTRO	2204	1237	CO	SM	PASAJE GIBSON	AVENIDA DOCTOR FELICIANO ANTONIO CHICLANA	N
SANTA FE	SAN JUSTO	SAN MARTIN	2298	3040	SANTA FE	SAN JUSTO	SAN JUSTO	CENTRO	SAN MARTIN	2298	3040	CO	SM	FRANCISCO ANGELONI	URQUIZA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MARTINEZ CASTRO	1138	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE AVELLANEDA	M MARTINEZ CASTRO	1138	1407	CO	SM	FRANCISCO BILBAO	GREGORIO DE LAFERRERE	N
MENDOZA	SAN RAFAEL	AV. JOSE QUIROGA	1938	5600	MENDOZA	SAN RAFAEL	SAN RAFAEL		AV QUIROGA	1938	5600	CO	SM	MARQUES DE SOBREMONTE	ILLESCAS	N
BUENOS AIRES	ITUZAINGO	PTE. PERON	4794	1714	BUENOS AIRES	MORON	CASTELAR		AV PTE J D PERON	4794	1712	CO	SM	BOULEVARD JUAN MANUEL DE ROSAS	LOBOS	N
NEUQUEN	RINCON DE LOS SAUCES	SAN MARTIN	655	8319	NEUQUEN	PEHUENCHES	RINCON DE LOS SAUCES		GRAL SAN MARTIN	655	8319	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	NAZCA AVDA.	3183	1417	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	AV NAZCA	3183	1417	CO	SM	FORTIN MELINCUE	ALEJO NAZARRE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LLAVALLOL	3477	1417	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	F LLAVALLOL	3477	1417	CO	SM	JOSE PEDRO VARELA	AVENIDA FRANCISCO BEIRO	N
SANTA FE	VILLA CAÃ?AS	CALLE N0 54 ALTURA 139	S/N	2607	SANTA FE		VILLA CAÑAS		CALLE 0	54	2607	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MURGUIONDO	1469	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	CNEL P MURGUIONDO	1469	1440	CO	SM	SEVERO GARCIA GRANDE DE ZEQUEIRA	MANUEL ANTONIO ARTIGAS	N
MISIONES	MONTECARLO	EL LIBERTADOR	3168	3384	MISIONES	MONTECARLO	MONTECARLO		AV DEL LIB G SAN MARTIN	3168	3384	CO	SM			N
SANTA FE	ROSARIO	ESPAÃ?A	1330	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	ESPAÑA	1330	2000	CO	SM	3 DE FEBRERO	9 DE JULIO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GARCIA JUAN AGUSTIN	4741	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	JUAN A GARCIA	4741	1407	CO	SM	BERNALDES	DOCTOR MARCOS PAZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	OLLEROS	1821	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	OLLEROS	1821	1426	CO	SM	SOLDADO DE LA INDEPENDENCIA	AVENIDA GENERAL LUIS MARIA CAMPOS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GARAY JUAN DE AVDA.	1298	1153	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	AV J DE GARAY	1298	1153	CO	SM	SALTA	SANTIAGO DEL ESTERO	N
SANTA FE	ROSARIO	AV JUAN PERON	3551	2000	SANTA FE	ROSARIO	ROSARIO	CINCO ESQUINAS	AV PTE J D PERON	3551	2003	CO	SM	RIOBAMBA	DOCTOR JUAN MANUEL CAFFERATA	N
BUENOS AIRES	CIUDADELA	REPUBLICA	250	1702	BUENOS AIRES		CIUDADELA		REPUBLICA	250	1702	DU	DA			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RECONQUISTA	538	1003	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	RECONQUISTA	538	1003	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
BUENOS AIRES	BERNAL	BERMEJO	1163	1876	BUENOS AIRES	QUILMES	BERNAL OESTE		BERMEJO	1163	1876	CO	SM	AVENIDA LOS QUILMES	GENERAL LUIS MARIA CAMPOS	N
CHACO	VILLA ANGELA	BARTOLOME MITRE	1276	3540	CHACO	MAYOR LUIS J FONTANA	VILLA ANGELA		GRAL MITRE	1276	3540	CO	SM	LOS ANDES	ANDRES MATHURIN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LAVALLE	1537 3er Cuerpo	1048	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN LAVALLE	1537	1048	CO	SM	PARANA	MONTEVIDEO	N
MENDOZA	MENDOZA	ESPEJO	291	5500	MENDOZA	CAPITAL	MENDOZA		GRAL GERONIMO ESPEJO	291	5500	CO	SM	AVENIDA REPUBLICA DE ESPAÑA	PATRICIAS MENDOCINAS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CALDERON DE LA BARCA	338	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LURO	CALDERON DE LA BARCA	338	1407	CO	SM	BACACAY	AVENIDA CANONIGO MIGUEL CALIXTO DEL CORRO	N
MISIONES	MONTECARLO	AV EL LIBERTADOR	2546	3384	MISIONES	MONTECARLO	MONTECARLO		AV DEL LIB G SAN MARTIN	2546	3384	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAVIO GENERAL	30	1439	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES		BO GENERAL MANUEL N SAVIO	30	1439	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALBERDI JUAN BAUTISTA AVDA.	1517	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	AV ALBERDI	1517	1406	CO	SM	CIPRIANO MIRO	FRAY JOSE WENCESLAO ACHAVAL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LIMA	1781	1138	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	LIMA	1781	1138	CO	SM	GENERAL JUAN THOMOND O BRIEN	PEDRO ECHAGUE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	HUDSON	4674	1439	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	D HUDSON	4674	1439	CO	SM	JOSE BARROS PAZOS	CORONEL MARTINIANO CHILAVERT	N
SANTA CRUZ	PUERTO DESEADO	DON BOSCO	860	9050	SANTA CRUZ	DESEADO	PUERTO DESEADO		DON BOSCO	860	9050	CO	SM	CAPITAN ONETO	12 DE OCTUBRE	N
BUENOS AIRES	GUILLERMO E. HUDSON	134 A ENTRE 52 Y 53	5292	1885	BUENOS AIRES	BERAZATEGUI	GUILLERMO E HUDSON		CALLE 134 A	5292	1885	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	INCLAN	3158	1258	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	INCLAN	3158	1258	CO	SM	PASAJE APULE	24 DE NOVIEMBRE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MORENO	877	1091	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR M MORENO	877	1091	CO	SM	PIEDRAS	TACUARI	N
SAN JUAN	SANTA LUCIA	NECOCHEA	1555	5400	SAN JUAN		SANTA LUCIA		NECOCHEA	1555	5400	DU	DA			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORRIENTES AVDA.	4701	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV CORRIENTES	4701	1414	CO	SM	AVENIDA ESTADO DE ISRAEL	GENERAL EUSTAQUIO FRIAS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MENDOZA	5064	1431	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	MENDOZA	5064	1431	CO	SM	AVENIDA TRIUNVIRATO	GENERAL JOSE DOMINGO AVALOS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BRUNO GIORDANO	845	1405	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	BRUNO GIORDANO	845	1405	CO	SM	COLPAYO	BACACAY	N
BUENOS AIRES	FLORIDA	DEAN FUNES	1855	1602	BUENOS AIRES	VICENTE LOPEZ	FLORIDA OESTE		DEAN FUNES	1855	1602	CO	SM	FRANCIA	ITALIA	N
BUENOS AIRES	BERAZATEGUI	3	402	1884	BUENOS AIRES		BERAZATEGUI		3	402	1884	DU	DA			
CORDOBA	BARRIO VILLA RIVERA INDARTE	SAN PEDRO NOLAZCO	S/N	5021	CORDOBA			BARRIO VILLA RIVERA INDARTE	SAN PEDRO NOLAZCO		5021	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	14 DE JULIO	1286	1427	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA ORTUZAR	14 DE JULIO	1286	1427	CO	SM	TENIENTE CORONEL JOSE P GIRIBONE	AVENIDA CORONEL IGNACIO ALVAREZ THOMAS	N
FORMOSA	FORMOSA	BELGRANO	1401	3600	FORMOSA	FORMOSA	FORMOSA	SARMIENTO	GRAL MANUEL BELGRANO	1401	3600	CO	SM	AYACUCHO OESTE	PARAGUAY OESTE	N
SANTA FE	ROSARIO	JUJUY	1415	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	JUJUY	1415	2000	CO	SM	CORRIENTES	PARAGUAY	N
BUENOS AIRES	BURZACO	ANGEL LUPO	352	1852	BUENOS AIRES	ALMIRANTE BROWN	BURZACO		ANGEL LUPO	352	1852	CO	SM	ARISTOBULO DEL VALLE	LEANDRO NICEFORO ALEM	N
TUCUMAN	SAN MIGUEL DE TUCUMAN	AV. ROCA	1664	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CIUDADELA SUR	AV PRES GRAL J A ROCA	1664	4000	CO	SM	PROSPERO MENA	LIBERTAD	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CONGRESO	4498	1430	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	CONGRESO	4498	1430	CO	SM	GENERAL MARIANO ACHA	LORENZO LUGONES	N
BUENOS AIRES	TIGRE	SALDIAS	1278	1648	BUENOS AIRES	TIGRE	TIGRE		SALDIAS	1278	1648	CO	SM	LIBERTAD	PIROVANO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ARAOZ	731	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	ARAOZ	731	1414	CO	SM	MARTIN IGNACIO DE LOYOLA	PEDRO DEL CASTILLO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALSINA ADOLFO	1433	1088	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR A ALSINA	1433	1088	CO	SM	SAN JOSE	PRESIDENTE LUIS SAENZ PEÑA	N
TUCUMAN	BURRUYACU	S/N	0	4119	TUCUMAN		BURRUYACU		S/N 0		4119	NP	SM			
BUENOS AIRES	RAMOS MEJIA	ALEN LEANDRO N.	219	1704	BUENOS AIRES	LA MATANZA	RAMOS MEJIA		L N ALEM	219	1704	CO	SM	AVENIDA DE MAYO	SOLER	N
BUENOS AIRES	QUILMES	AV. FELIPE AMOEDO	3450	1878	BUENOS AIRES	QUILMES	QUILMES OESTE		F AMOEDO	3450	1879	CO	SM	JOSE A BLANCO	AVENIDA GENERAL ENRIQUE MOSCONI	N
MISIONES	JARDIN AMERICA	ZONA RURAL	0	3328	MISIONES		JARDIN AMERICA		ZONA RURAL		3328	NE	CI			
BUENOS AIRES	LANUS	ARISTOBULO DEL VALLE	686	1824	BUENOS AIRES	LANUS	LANUS OESTE	LANUS	ARISTOBULO DEL VALLE	686	1824	CO	SM	TENIENTE JOSE A RANGUGNI	14 DE JULIO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORDOBA AVDA.	950	1054	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORDOBA	950	1054	CO	SM	SUIPACHA	PRESIDENTE CARLOS PELLEGRINI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	9260	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LURO	AV B RIVADAVIA	9260	1407	CO	SM	AVENIDA CANONIGO MIGUEL CALIXTO DEL CORRO	HOMERO	N
SANTA FE	ROSARIO	CASILDA	7302	2000	SANTA FE	ROSARIO	ROSARIO	BELGRANO	CASILDA	7302	2008	CO	SM	BRASIL	NICARAGUA BIS	N
LA PAMPA	TOAY	B. MITRE	440	6303	LA PAMPA	CAPITAL	SANTA ROSA	CENTRO	GRAL MITRE	440	6300	CO	SM	AVENIDA JOSE DE SAN MARTIN	DOCTOR LISANDRO DE LA TORRE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DEFENSA	499	1065	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DEFENSA	499	1065	CO	SM	AVENIDA MANUEL BELGRANO	VENEZUELA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SANCHEZ DE LORIA	51	1173	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	SACHEZ DE LORIA	51	1173	CO	SM	TEODORO SANCHEZ DE BUSTAMANTE	DON BOSCO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DIAZ VELEZ AVDA.	3769	1200	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	AV GRAL DIAZ VELEZ	3769	1200	CO	SM	BULNES	JERONIMO SALGUERO	N
JUJUY	SAN SALVADOR DE JUJUY	PUEYRREDON	668	4600	JUJUY		SAN SALVADOR DE JUJUY		PUEYRREDON	668	4600	DU	DS			
BUENOS AIRES	CAMPANA	DE DOMINICIS	527	2804	BUENOS AIRES	CAMPANA	CAMPANA		DR L DE DOMINICIS	527	2804	CO	SM	PRESIDENTE HIPOLITO YRIGOYEN	ARENALES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GONZALEZ JOAQUIN V.	3309	1417	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	J V GONZALEZ	3309	1417	CO	SM	SIMBRON	JOSE PEDRO VARELA	N
BUENOS AIRES	SAN JUSTO	MIGUEL CANE	4991	1754	BUENOS AIRES	LA MATANZA	VILLA LUZURIAGA		DR M CANE	4991	1754	CO	SM	LA PORTEÑA	DON SEGUNDO SOMBRA	N
CORDOBA	ALPA CORRAL	S/N	0	5801	CORDOBA		ALPA CORRAL		S/N 0		5801	NP	SM			
TUCUMAN	SAN MIGUEL DE TUCUMAN	JUNIN	58	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CENTRO	BATALLA DE JUNIN	58	4000	CO	SM	24 DE SEPTIEMBRE	GENERAL JOSE DE SAN MARTIN	N
CATAMARCA	CATAMARCA	INDEPENDENCIA	780	4700	CATAMARCA	CAPITAL	SAN FDO DEL VALLE DE CATAMARCA		AV INDEPENDENCIA	780	4700	CO	SM			N
BUENOS AIRES	CARLOS TEJEDOR	ARISTOBULO DEL VALLE	0	6455	BUENOS AIRES	CARLOS TEJEDOR	CARLOS TEJEDOR		ARISTOBULO DEL VALLE		6455	CO	SM			
RIO NEGRO	CHOELE CHOEL	BARRIO MANSILLA ENTRADA 15	0	8360	RIO NEGRO		CHOELE CHOEL		BARRIO MANSILLA ENTRADA		8360	NE	CI			
MENDOZA	RIVADAVIA	SARMIENTO	972	5577	MENDOZA	RIVADAVIA	RIVADAVIA		SARMIENTO	972	5577	CO	SM	GIL	GENERAL MANUEL BELGRANO	N
BUENOS AIRES	OLIVOS	CATAMARCA	3054	1636	BUENOS AIRES	VICENTE LOPEZ	OLIVOS		CATAMARCA	3054	1636	CO	SM	CORONEL JUAN FRANCISCO BORGES	ROMA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN JUAN AVDA.	4333	1233	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	AV SAN JUAN	4333	1233	CO	SM	DOCTOR FRANCISCO JAVIER MUÑIZ	AVENIDA LA PLATA	N
CORDOBA	CORDOBA	PJE CANTACARA	84	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	PJE CANTACARA	84	5000	CO	SM	CORTADA ISRAEL	PRESIDENTE BERNARDINO RIVADAVIA	N
SAN JUAN	SAN JUAN	AV BENAVIDEZ OESTE	1570	5400	SAN JUAN	CHIMBAS	CHIMBAS		AV BENAVIDEZ OESTE	1570	5413	CO	SM	CRISTOBAL COLON NORTE	TIERNEY NORTE	N
BUENOS AIRES	DON TORCUATO	AEROP. INTERNACIONAL DON TORCUATO	S/N	1611	BUENOS AIRES	TIGRE	DON TORCUATO		AEROP INTERNACIONAL DON TORCUATO		1611	NE	CI			
SANTA FE	ROSARIO	DORREGO	1487	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	CNEL M DORREGO	1487	2000	CO	SM	9 DE JULIO	DOCTOR ESTANISLAO SEVERO ZEBALLOS	N
BUENOS AIRES	LANUS OESTE	CASTRO BARROS	710	1825	BUENOS AIRES	LANUS	LANUS OESTE	PERCOPAGANO	CASTRO BARROS	710	1824	CO	SM	14 DE JULIO	PRESIDENTE JUSTO JOSE DE URQUIZA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SALGUERO JERONIMO	40	1177	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	J SALGUERO	40	1177	CO	SM	AVENIDA BERNARDINO RIVADAVIA	GENERAL BARTOLOME MITRE	N
BUENOS AIRES	CHIVILCOY	CEBALLOS AVDA.	122	6620	BUENOS AIRES	CHIVILCOY	CHIVILCOY		AV CEBALLOS	122	6620	CO	SM	GENERAL PAZ	SUIPACHA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	TUCUMAN	117	1341	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TUCUMAN	117	1049	CO	SM	ALFEREZ HIPOLITO BOUCHARD	AVENIDA LEANDRO NICEFORO ALEM	N
MENDOZA	SAN MARTIN	PJE. COMANDANTE ESPORA	S/N	5570	MENDOZA		LIBERTADOR GENERAL SAN MARTIN		PASAJE COMANDANTE ESPORA		5570	NE	CI			
BUENOS AIRES	LOMAS DEL MIRADOR	ALMIRANTE BROWN	3814	1752	BUENOS AIRES	LA MATANZA	LOMAS DEL MIRADOR		ALTE G BROWN	3814	1752	CO	SM	OLAGUER	FAMAILLA	N
BUENOS AIRES	PILAR	RUTA 8	KM 64	1633	BUENOS AIRES	PILAR	PILAR		RN 8		1629	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LOPEZ VICENTE	1638	1018	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	VICENTE LOPEZ	1638	1018	CO	SM	PARANA	PASAJE SUIZO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RODRIGUEZ PEÃ?A	1616	1021	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	NICOLAS RODRIGUEZ PEÑA	1616	1021	CO	SM	VICENTE FIDEL LOPEZ	GUIDO	N
BUENOS AIRES	BATAN MAR DEL PLATA	RUTA 88 KM 125	0	7601	BUENOS AIRES	GENERAL PUEYRREDON	SIERRA DE LOS PADRES		RITA		7601	CO	SM			
BUENOS AIRES	SAN ISIDRO	JUAN CLARK	631	1642	BUENOS AIRES	SAN ISIDRO	SAN ISIDRO		J CLARK	631	1642	CO	SM	3 DE FEBRERO	DON BOSCO	N
TUCUMAN	SAN MIGUEL DE TUCUMAN	MENDOZA	960	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	NORTE	PROVINCIA DE MENDOZA	960	4000	CO	SM	AVENIDA PROVINCIA DE SALTA	PROVINCIA DE CATAMARCA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ESTADOS UNIDOS	1768	1101	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	ESTADOS UNIDOS	1768	1101	CO	SM	SOLIS	AVENIDA ENTRE RIOS	N
BUENOS AIRES	ZARATE	ROMULO NOYA	868	2800	BUENOS AIRES	ZARATE	ZARATE		ROMULO NOYA	868	2800	CO	SM	JUSTA LIMA DE ATUCHA	ALMIRANTE GUILLERMO BROWN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RODRIGUEZ PEÃ?A	1280	1021	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	NICOLAS RODRIGUEZ PEÑA	1280	1021	CO	SM	ARENALES	JUNCAL	N
CORDOBA	LOS SURGENTES	AVENIDA LINIERS	38	2581	CORDOBA	MARCOS JUAREZ	LOS SURGENTES		BV LINIERS	38	2581	CO	SM			N
