o_provincia	o_localidad	o_calle	o_numero	o_CP	n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP	n_resolucion	n_motivo	n_entre Calle 1	n_entre Calle 2	 CV_ZonaPeligrosa
SALTA	SALTA	GORRITI	45	4400	SALTA	CAPITAL	SALTA	CALIXTO GAUNA	GRAL JOSE I GORRITI	45	4400	CO	SM	CASEROS	GENERAL RUDECINDO ALVARADO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN MARTIN	233	1004	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SAN MARTIN	233	1004	CO	SM	TENIENTE GENERAL JUAN DOMINGO PERON	DOMINGO FAUSTINO SARMIENTO	N
CORRIENTES	SANTO TOME	BRASIL E IRIGOYENN	S/N	3340	CORRIENTES		SANTO TOME		BRASIL E IRIGOYENN		3340	NE	AI			
SANTA FE	ROSARIO	PEDRO L. FUNES	1826	2000	SANTA FE	ROSARIO	ROSARIO	URQUIZA	PEDRO L FUNES	1826	2009	CO	SM	COCHABAMBA	PASCO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SUIPACHA	435	1008	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SUIPACHA	435	1008	CO	SM	AVENIDA CORRIENTES	GENERAL JUAN LAVALLE	N
SANTA FE	GRAL. LAGOS	HILARIO LAGOS	157	2126	SANTA FE		GENERAL LAGOS		HILARIO LAGOS	157	2126	NE	CI			
SANTA FE	CARCARAÃ?A	MALVINAS ARGENTINAS	210	2138	SANTA FE	SAN LORENZO	CARCARAÑA		MALVINAS ARGENTINAS	210	2138	CO	SM	URUGUAY	DESMOCHADO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAENZ PEÃ?A ROQUE AVDA. PTE.	730	1035	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		SAENZ PEAA ROQUE		1035	NE	AI			
BUENOS AIRES	SARANDI	COMODORO RIVADAVIA	3550	1872	BUENOS AIRES	AVELLANEDA	SARANDI		COMODORO RIVADAVIA	3550	1872	CO	SM	PERGAMINO	VILLA DE LUJAN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BURELA	2135	1431	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	CNEL L BURELA	2135	1431	CO	SM	MENDOZA	AVENIDA FELIX DE OLAZABAL	N
CORDOBA	HUINCA RENANCO	25 DE MAYO	230	6270	CORDOBA	GENERAL ROCA	HUINCA RENANCO		25 DE MAYO	230	6270	CO	SM	GENERAL MARTIN MIGUEL DE GUEMES	LAPRIDA	N
SANTA FE	CARCARAÃ?A	H. IRIGOYEN	S/N	2138	SANTA FE		CARCARAÑA		H IRIGOYEN		2138	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	1725	1033	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV B RIVADAVIA	1725	1033	CO	SM	NICOLAS RODRIGUEZ PEÑA	SOLIS	N
BUENOS AIRES	MARTINEZ	AV.FLEMING 1672/78	S/N	1640	BUENOS AIRES	SAN ISIDRO	MARTINEZ		AV SIR A FLEMING	1672	1640	CO	SM	CORDOBA	CORDOBA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	1367	1033	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV B RIVADAVIA	1367	1033	CO	SM	SANTIAGO DEL ESTERO	URUGUAY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	FLORIDA	234	1005	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	FLORIDA	234	1005	CO	SM	TENIENTE GENERAL JUAN DOMINGO PERON	DOMINGO FAUSTINO SARMIENTO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ESTADOS UNIDOS	2247	1227	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	ESTADOS UNIDOS	2247	1227	CO	SM	PASCO	PICHINCHA	N
BUENOS AIRES	EZPELETA	BROWN	5346	1882	BUENOS AIRES	QUILMES	EZPELETA ESTE	EZPELETA ESTE	ALTE G BROWN	5346	1882	CO	SM	ESQUEL	ACONCAGUA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PUEYRREDON HONORIO DR. AVDA.	1530	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV DR H PUEYRREDON	1530	1414	CO	SM	GALICIA	TRES ARROYOS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DE MAYO AVDA.	1375	1085	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AV DE MAYO	1375	1085	CO	SM	PASAJE PEATONAL BAROLO	SAN JOSE	N
BUENOS AIRES	LA PLATA	CALLE 51	829	1900	BUENOS AIRES	LA PLATA	LA PLATA	CENTRO	AVENIDA 51	829	1900	CO	SM	CALLE 11	CALLE 12	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MENDOZA	955	1428	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	MENDOZA	955	1428	CO	SM	DRAGONES	HUSARES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AYACUCHO	2115	1112	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AYACUCHO	2115	1112	CO	SM	GERVASIO ANTONIO POSADAS	AVENIDA DEL LIBERTADOR	N
BUENOS AIRES	CASEROS		M FERNANDEZ D' OLIVEIRA		BUENOS AIRES	TRES DE FEBRERO	CASEROS	PARTIDO 3 DE FEBRERO	M FERNANDEZ D OLIVEIRA			NE	AI			
CORDOBA	MARCOS JUAREZ	RUTA NAC. 9 KM	446	2580	CORDOBA		MARCOS JUAREZ		RUTA NACIONAL 9		2580	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DEL LIBERTADOR AVDA.	774	1001	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV DEL LIBERTADOR	774	1001	CO	SM	LIBERTAD	MONTEVIDEO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	YRIGOYEN HIPOLITO	3333	1208	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	PTE H YRIGOYEN	3333	1208	CO	SM	PRESBITERO DOCTOR MARIANO SANCHEZ DE LORIA	VIRREY SANTIAGO DE LINIERS	N
BUENOS AIRES	VALENTIN ALSINA	OLIDEN	943	1822	BUENOS AIRES	LANUS	VALENTIN ALSINA	VALENTIN ALSINA	GDOR OLIDEN	943	1822	CO	SM	TUYUTI	REMEDIOS DE ESCALADA DE SAN MARTIN	N
BUENOS AIRES	MERLO	AV DEL LIBERTADOR	747	1722	BUENOS AIRES	MERLO	MERLO		AV DEL LIBERTADOR	747	1722	CO	SM	SUIPACHA	AVENIDA PRESIDENTE JUAN DOMINGO PERON	N
BUENOS AIRES	LA PLATA	CALLE 40	1257	1900	BUENOS AIRES	LA PLATA	LA PLATA	NORTE	CALLE 40	1257	1900	CO	SM	CALLE 20	CALLE 21	N
SAN LUIS	BUENA ESPERANZA	PEDERNERA	0	6277	SAN LUIS	DUPUY	BUENA ESPERANZA		PEDERNERA 0		6277	CO	SM			
BUENOS AIRES	WILDE	BAHIA BLANCA	1600	1875	BUENOS AIRES	AVELLANEDA	WILDE		BAHIA BLANCA	1600	1875	CO	SM	PINO	SANTA MARIA DE TOAY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ZUVIRIA	5883	1439	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	DR F DE ZUVIRIA	5883	1439	CO	SM	MARTINIANO LEGUIZAMON	JOSE IGNACIO RUCCI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DUPUY	993	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VERSALLES	V DUPUY	993	1408	CO	SM	FRANCISCO DE MIRANDA	RAFAEL ALCARAZ	N
MENDOZA	LAS HERAS	ACC. NORTE KM 6	S/N	5539	MENDOZA		LAS HERAS		ACC. NORTE KM 6 S/N		5539	NP	SM			
BUENOS AIRES	AZUL	RUTA 51 Y CALLE NÂ° 137	S/N	7300	BUENOS AIRES	AZUL	AZUL		RP 51	137	7300	CO	SM			N
CORDOBA	CORDOBA	POTOSI	1983	5000	CORDOBA		CORDOBA		POTOSI	1983	5000	NE	AI			
CORDOBA	CORDOBA	JUNIN	3263	5000	CORDOBA	CAPITAL	CORDOBA	SAN VICENTE	JUNIN	3263	5006	CO	SM	AVENIDA DOCTOR LISANDRO DE LA TORRE	SOLARES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DEL VALLE IBERLUCEA ENRIQUE DR.	1198	1160	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOCA	DEL VALLE IBERLUCEA	1198	1160	CO	SM	OLAVARRIA	GENERAL GREGORIO ARAOZ DE LAMADRID	N
NEUQUEN	NEUQUEN	DEMOCRACIA	170	8300	NEUQUEN		NEUQUEN		DEMOCRACIA	170	8300	NE	CI			
BUENOS AIRES	CHIVILCOY	SAN MARTIN	398	6625	BUENOS AIRES	CHIVILCOY	CHIVILCOY		SAN MARTIN	398	6620	CO	SM	GENERAL PIRAN	P GRISOLIA	N
CORDOBA	BARRIO PARQUE REPUBLICA	SAYHUQUE	1483	5000	CORDOBA			BARRIO PARQUE REPUBLICA	SAYHUQUE	1483	5000	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MONTEVIDEO	581	1019	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	MONTEVIDEO	581	1019	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MITRE BARTOLOME	3545	1201	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	GRAL MITRE	3545	1201	CO	SM	BILLINGHURST	DOCTOR MARIO BRAVO	N
LA PAMPA	SANTA ROSA	RAUL B DIAZ	218	6300	LA PAMPA	CAPITAL	SANTA ROSA		AV R B DIAZ	218	6300	CO	SM	PRESIDENTE MARCELO TORCUATO DE ALVEAR	1 DE MAYO	N
BUENOS AIRES	AVELLANEDA	MENDOZA	1437	1870	BUENOS AIRES		AVELLANEDA		MENDOZA	1437	1870	DU	DA			
BUENOS AIRES	MAR DE AJO	BOUCHARD	15	7109	BUENOS AIRES	DE LA COSTA	MAR DE AJO		BOUCHARD	15	7109	NE	AI			
CORDOBA	CORDOBA	JULIO A ROCA	740 (ex) 650	5000	CORDOBA	CAPITAL	CORDOBA	OBSERVATORIO	AV PRES GRAL J A ROCA	740	5000	CO	SM	ELPIDIO GONZALEZ	SAN MILLAN	S
MISIONES	MONTECARLO	FACUNDO QUIROGA	S/N	3384	MISIONES	MONTECARLO	MONTECARLO		BDIER F QUIROGA		3384	CO	SM			
LA PAMPA	SANTA ROSA	9 DE JULIO	618	6300	LA PAMPA		SANTA ROSA		9 DE JULIO	618	6300	DU	DA			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	3 DE FEBRERO	2172	1428	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	3 DE FEBRERO	2172	1428	CO	SM	SALUSTIANO ZAVALIA	MENDOZA	N
SANTA FE	ROSARIO	GALVEZ	1781	2000	SANTA FE	ROSARIO	ROSARIO	ESPAÑA Y HOSPITALES	DR J MANUEL GALVEZ	1781	2001	CO	SM	ESPAÑA	ITALIA	N
MENDOZA	MENDOZA	CNEL RODRIGUEZ	1260	5500	MENDOZA	CAPITAL	MENDOZA		CNEL RODRIGUEZ	1260	5500	CO	SM	AGUSTIN ALVAREZ	DOCTOR NICOLAS AVELLANEDA	N
BUENOS AIRES	GRAND BOURG	OLIVOS	2905	1615	BUENOS AIRES	MALVINAS ARGENTINAS	GRAND BOURG		BO OLIVOS GOLF CLUB	2905	1615	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AV. JUJUY	1483	1247	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	AV JUJUY	1483	1247	CO	SM	CONSTITUCION	PAVON	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALVEAR MARCELO T. DE	928	1058	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PTE M T DE ALVEAR	928	1058	CO	SM	SUIPACHA	PRESIDENTE CARLOS PELLEGRINI	N
BUENOS AIRES	LANUS	BOLIVIA	822	1824	BUENOS AIRES	LANUS	GERLI	VILLA FISHER	BOLIVIA	822	1824	CO	SM	PRESIDENTE JUAN DOMINGO PERON	DOCTOR IRINEO PORTELA	N
MISIONES	PANAMBI	ESTAFETA KM 8	0	3361	MISIONES	OBERA	PANAMBI		ESTAFETA KM 8 0		3361	CO	SM			
BUENOS AIRES	LA TABLADA	NECOCHEA	3855	1752	BUENOS AIRES	LA MATANZA	LOMAS DEL MIRADOR		NECOCHEA	3855	1752	CO	SM	PERIBEBUY	CORONEL OLLEROS	N
BUENOS AIRES	JOSE LEON SUAREZ	CALLE 27	6760	1655	BUENOS AIRES	GENERAL SAN MARTIN	JOSE LEON SUAREZ		CALLE 27	6760	1655	NE	AI			
NEUQUEN	NEUQUEN	CARLOS H. RODRIGUEZ	350	8300	NEUQUEN	CONFLUENCIA	NEUQUEN		CARLOS H RODRIGUEZ	350	8300	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LUGONES	3766	1430	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAAVEDRA	L LUGONES	3766	1430	CO	SM	GREGORIO JARAMILLO	SOLDADO MANZANARES	N
CORDOBA	CORDOBA	BUENOS AIRES	370	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	BUENOS AIRES	370	5000	CO	SM	JULIO ANTUN	BOULEVARD DOCTOR ARTURO HUMBERTO ILLIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	TINOGASTA	3833/3829	1417	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	TINOGASTA	3833	1417	CO	SM	SAN NICOLAS	DOCTOR JOAQUIN VICTOR GONZALEZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LA PAMPA	2730	1428	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	LA PAMPA	2730	1428	CO	SM	CORONEL JOSE MOLDES	CELESTINO VIDAL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORDOBA AVDA.	392	1054	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORDOBA	392	1054	CO	SM	AVENIDA LEANDRO NICEFORO ALEM	RECONQUISTA	N
MISIONES	CAPIOVY	AV PADRE JUAN MAY	450	3332	MISIONES	LIBERTADOR GRAL SAN MARTIN	CAPIOVY		AV PADRE J MAY	450	3332	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	Sarmirnto	858	1400	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	DOMINGO F SARMIENTO	858	1041	CO	SM	ESMERALDA	AVENIDA PRESIDENTE ROQUE SAENZ PEÑA	N
BUENOS AIRES	FLORIDA	BALCARCE	1410	1602	BUENOS AIRES	VICENTE LOPEZ	FLORIDA OESTE		BDIER A BALCARCE	1410	1602	CO	SM	GOBERNADOR DOCTOR VALENTIN VERGARA	AVENIDA GENERAL JOSE DE SAN MARTIN	N
MENDOZA	MENDOZA	ESPEJO	291	5500	MENDOZA	CAPITAL	MENDOZA		GRAL GERONIMO ESPEJO	291	5500	CO	SM	AVENIDA REPUBLICA DE ESPAÑA	PATRICIAS MENDOCINAS	N
BUENOS AIRES	VILLA BALLESTER	CALLE 25	4230	1653	BUENOS AIRES	GENERAL SAN MARTIN	VILLA BALLESTER		CALLE 25	4230	1653	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MAGALLANES	3136		CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		MAGALLANES	3136		NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORRIENTES AVDA.	415	1043	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	415	1043	CO	SM	RECONQUISTA	SAN MARTIN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RAVIGNANI EMILIO DR.	1126	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	DR E RAVIGNANI	1126	1414	CO	SM	MARTIN IGNACIO DE LOYOLA	PEDRO DEL CASTILLO	N
SANTA FE	ROSARIO	BVARD. RONDEAU	3042	2000	SANTA FE	ROSARIO	ROSARIO	ALBERDI	BV GRAL JOSE RONDEAU	3042	2005	CO	SM	JUAN VUCETICH	PUNTA LARA	N
SANTA CRUZ	LAS HERAS	ES YPF CIA SA	8646	9017	SANTA CRUZ		LAS HERAS		ES YPF CIA SA	8646	9017	NE	CI			
BUENOS AIRES	MARTINEZ	HIPOLITO YRIGOYEN	19	1670	BUENOS AIRES	SAN ISIDRO	MARTINEZ		PTE H YRIGOYEN	19	1640	CO	SM	GENERAL CARLOS MARIA DE ALVEAR	TRES SARGENTOS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BOEDO	1446	1239	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	AV M BOEDO	1446	1239	CO	SM	PAVON	PASAJE LAZARO DE VENIALVO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SANTA FE AVDA.	3531	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV SANTA FE	3531	1425	CO	SM	JULIAN ALVAREZ	PEDRO MIGUEL ARAOZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BESARES	1714	1429	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUÑEZ	TTE CNEL M BESARES	1714	1429	CO	SM	11 DE SEPTIEMBRE	3 DE FEBRERO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SUIPACHA	1380	1011	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	SUIPACHA	1380	1011	CO	SM	JUNCAL	ARROYO	N
CORDOBA	CORDOBA	VALPARAISO AVDA.	3153	5000	CORDOBA	CAPITAL	CORDOBA	JARDIN	AV CIUDAD DE VALPARAISO	3153	5016	CO	SM	LUIS PODESTA COSTA	ADRIAN BECCAR VARELA	N
MISIONES	SAN JOSE	RUTA PROVINCIAL N 1 KILOMETRO 48 LOTE AGRICOLA N	S/N	3306	MISIONES		SAN JOSE		RUTA PROVINCIAL 1		3306	NE	CI			
SANTA FE	SANTA FE	25 DE MAYO	3536	3000	SANTA FE	LA CAPITAL	SANTA FE	MARIANO COMAS	25 DE MAYO	3536	3000	CO	SM	BOULEVARD CARLOS PELLEGRINI	CANDIDO PUJATO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GURRUCHAGA	440	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	GURRUCHAGA	440	1414	CO	SM	VICENTE CAMARGO	AVENIDA CORRIENTES	N
CORDOBA	JAMES CRAIK	BV SAN MARTIN ESQ MALVINAS ARGENTINAS	0	5984	CORDOBA		JAMES CRAIK		BOULEVARD SAN MARTIN		5984	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MONTEAGUDO	460	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	MONTEAGUDO	460	1437	CO	SM	DIAGONAL LAGOS	JOSE A CORTEJARENA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MONTIEL	215	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	MONTIEL	215	1408	CO	SM	IBARROLA	VENTURA BOSCH	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PASEO COLON AVDA.	797	1063	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	AV PASEO COLON	797	1063	CO	SM	PASAJE SAN LORENZO	AVENIDA INDEPENDENCIA	N
BUENOS AIRES	JOSE C. PAZ	GASPAR CAMPOS	5967	1665	BUENOS AIRES	JOSE CLEMENTE PAZ	JOSE CLEMENTE PAZ		AV G CAMPOS	5967	1665	CO	SM	RUDECINDO ALVARADO	BULNES	N
BUENOS AIRES	CHIVILCOY	SARMIENTO AVDA.	327	6620	BUENOS AIRES	CHIVILCOY	CHIVILCOY		AV SARMIENTO	327	6620	CO	SM	CORONEL SUAREZ	LAPRIDA	N
BUENOS AIRES	RAMOS MEJIA	CHARCAS	810	1704	BUENOS AIRES	LA MATANZA	RAMOS MEJIA		CHARCAS	810	1704	CO	SM	12 DE OCTUBRE	ACHA	N
MENDOZA	SAN RAFAEL	BUENOS AIRES	408	5600	MENDOZA	SAN RAFAEL	SAN RAFAEL		BUENOS AIRES	408	5600	CO	SM	ALSINA	AVENIDA BERNARDINO RIVADAVIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ELVIRA RAWSON DE DELLEPIANE	150	1107	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOCA	DRA RAWSON DE DELLEPIANE	150	1107	CO	SM	PIERINA D ALESSI	AVENIDA RAWSON DE DELLEPIANE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CALLAO AVDA.	2068	1024	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV CALLAO	2068	1024	CO	SM	GERVASIO ANTONIO POSADAS	AVENIDA DEL LIBERTADOR	N
CORDOBA	CORDOBA	AV. PUEYRREDON	173	5000	CORDOBA	CAPITAL	CORDOBA	NUEVA CORDOBA	AV PUEYRREDON	173	5000	CO	SM	OBISPO FERNANDO TREJO Y SANABRIA	AVENIDA DOCTOR DALMACIO VELEZ SARSFIELD	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	THAMES	2447	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	THAMES	2447	1425	CO	SM	GENERAL MARTIN MIGUEL DE GUEMES	AVENIDA SANTA FE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BLANCO ENCALADA	4847	1431	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	BLANCO ENCALADA	4847	1431	CO	SM	ANGEL PACHECO	DIAZ COLODRERO	N
BUENOS AIRES	OLIVOS	JOSE MARIA PAZ	2535	1636	BUENOS AIRES	VICENTE LOPEZ	OLIVOS		GRAL JOSE MARIA PAZ	2535	1636	CO	SM	AVENIDA GOBERNADOR MARCELINO UGARTE	ENTRE RIOS	N
BUENOS AIRES	SAN ISIDRO	PENA JOSE	608	1642	BUENOS AIRES	SAN ISIDRO	SAN ISIDRO		PENA JOSE	608	1642	NE	AI			
BUENOS AIRES	PERGAMINO	MARCELINO UGARTE	468	2700	BUENOS AIRES	PERGAMINO	PERGAMINO		BV M UGARTE	468	2700	CO	SM	DOCTOR NICOLAS REPETTO	CHILE	N
MISIONES	POSADAS	MONTEAGUDO	2121	3300	MISIONES	CAPITAL	POSADAS		AV DR BERNARDO MONTEAGUDO	2121	3300	CO	SM	YERBAL	AVENIDA REPUBLICA ORIENTAL DEL URUGUAY	N
MISIONES	POSADAS	SGO. DEL ESTERO	2269	3300	MISIONES	CAPITAL	POSADAS	CENTRO	SANTIAGO DEL ESTERO	2269	3300	CO	SM	JUNIN	SAN LUIS	N
BUENOS AIRES	LANUS	29 DE SEPTIEMBRE	2112	1824	BUENOS AIRES	LANUS	LANUS ESTE	VILLA GENERAL PAZ	29 DE SEPTIEMBRE	2112	1824	CO	SM	MARGARITA WEILD	ANATOLE FRANCE	N
CHUBUT	TRELEW	RAWSON	525	9100	CHUBUT	RAWSON	TRELEW	CENTRO	AV RAWSON	525	9100	CO	SM	INGENIERO A P BELL	DOCTOR FLORENTINO AMEGHINO	N
NEUQUEN	NEUQUEN	ROCA	1035	8300	NEUQUEN	CONFLUENCIA	NEUQUEN	AREA CENTRO OESTE	PRES GRAL J A ROCA	1035	8300	CO	SM	INTENDENTE VICENTE CHRESTIA	LAS HERAS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CERRITO	1294	1010	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	CERRITO	1294	1010	CO	SM	ARENALES	JUNCAL	N
BUENOS AIRES	TEMPERLEY	SUAREZ	445	1834	BUENOS AIRES	LOMAS DE ZAMORA	TEMPERLEY	TEMPERLEY CENTRO OESTE	CNEL I SUAREZ	445	1834	CO	SM	GENERAL JOSE MARIA PAZ	DOCTOR NICOLAS AVELLANEDA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	OLAZABAL	1613	1428	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	AV F DE OLAZABAL	1613	1428	CO	SM	MONTAÑESES	ARRIBEÑOS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ARMENIA	1726	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	ARMENIA	1726	1414	CO	SM	EL SALVADOR	COSTA RICA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CHILE	1341	1092	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	CHILE	1341	1098	CO	SM	SANTIAGO DEL ESTERO	SAN JOSE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	YRIGOYEN HIPOLITO	1264	1086	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	PTE H YRIGOYEN	1264	1086	CO	SM	SALTA	SANTIAGO DEL ESTERO	N
