o_provincia	o_localidad	o_calle	o_numero	o_CP	n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP	n_resolucion	n_motivo	n_entre Calle 1	n_entre Calle 2	 CV_ZonaPeligrosa
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	11 DE SEPTIEMBRE DE 1888	1503	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	11 DE SEPTIEMBRE	1503	1426	CO	SM	VIRREY LORETO	VIRREY JOAQUIN DEL PINO	N
FORMOSA	FORMOSA	VILLA DEL CARMEN	S/N	3600	FORMOSA	FORMOSA	FORMOSA		BO VILLA DEL CARMEN		3600	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GAONA AVDA.	2991	1416	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA GENERAL MITRE	AV GAONA	2991	1416	CO	SM	CARACAS	ALFREDO R BUFANO	N
CORDOBA	CORDOBA	FELIX PAZ	1484	5010	CORDOBA		CORDOBA		FELIX PAZ	1484	5010	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RAMON L. FALCON	1638	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	CNEL R L FALCON	1638	1406	CO	SM	MALVINAS ARGENTINAS	AVENIDA CURAPALIGUE	N
BUENOS AIRES	FLORIDA	AV MITRE	1834	1602	BUENOS AIRES	VICENTE LOPEZ	FLORIDA OESTE		AV B MITRE	1834	1602	CO	SM	JULIAN SEGUNDO DE AGUERO	FRANCIA	N
CORDOBA	BARRIO COFICO	ROQUE SAENZ PEÃ?A	1334	5000	CORDOBA	CAPITAL	CORDOBA	ALTA CORDOBA	PRES ROQUE SAENZ PEÑA	1334	5000	CO	SM			N
CORDOBA	CORDOBA	LIMA	67	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	LIMA	67	5000	CO	SM	SAN MARTIN	PRESIDENTE BERNARDINO RIVADAVIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PAROISSIEN	4170	1430	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAAVEDRA	D PAROISSIEN	4170	1430	CO	SM	TRONADOR	PLAZA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AVDA CORRIENTES	5225	1002	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV CORRIENTES	5225	1414	CO	SM	DOCTOR LUIS MARIA DRAGO	MALABIA	N
SANTA FE	ROSARIO	SAN JUAN	501	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	SAN JUAN	501	2000	CO	SM	1 DE MAYO	JUAN MANUEL DE ROSAS	N
BUENOS AIRES	VILLA LYNCH		CALLE 99 CUENCA		BUENOS AIRES	GENERAL SAN MARTIN	VILLA LYNCH	PTDO. GENERAL SAN MARTIN	CALLE 99 CUENCA			NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BELGRANO AVDA.	873	1092	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AVDA MANUEL BELGRANO	873	1092	CO	SM	AVENIDA PRESIDENTE GENERAL JULIO ARGENTINO ROCA	TACUARI	N
MENDOZA	MENDOZA	JULIO A. ROCA	683	5500	MENDOZA	CAPITAL	MENDOZA		PRES GRAL J A ROCA	683	5500	CO	SM	PASO DE LOS ANDES	AVENIDA BOULOGNE SUR MER	N
CORDOBA	CORDOBA	CONSTANTINO GAITO	1446	5000	CORDOBA	CAPITAL	CORDOBA	1RA JUNTA	C GAITO	1446	5010	CO	SM	DOCTOR LUIS AGOTE	LEON PINELO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AÃ?ASCO	2577	1416	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PATERNAL	JOSE IGNACIO AÑASCO	2577	1416	CO	SM	ALMIRANTE FRANCISCO JOSE SEGUI	DOCTOR ADOLFO DICKMANN	N
BUENOS AIRES	LA PLATA	11	3602	1900	BUENOS AIRES	LA PLATA	LA PLATA		RP 11	3602	1900	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CHARLONE	766	1427	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	CNEL CHARLONE	766	1427	CO	SM	TEODORO GARCIA	PALPA	N
SANTA FE	GALVEZ	AV JORGE NEWBERY	444	2252	SANTA FE		GALVEZ		AVENIDA JORGE NEWBERY	444	2252	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MARMOL JOSE	1658	1255	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	J MARMOL	1658	1255	CO	SM	INCLAN	MIGUEL DE SALCEDO	N
BUENOS AIRES	MORON	M.BURUCUYA	550	1708	BUENOS AIRES	MORON	MORON		M BURUCUYA	550	1708	NE	CI			
SANTA FE	ROSARIO	1ERO DE MAYO	1519	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	1 DE MAYO	1519	2000	CO	SM	DOCTOR ESTANISLAO SEVERO ZEBALLOS	MONTEVIDEO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PELLEGRINI CARLOS	37	1009	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	PRES CARLOS PELLEGRINI	37	1009	CO	SM	AVENIDA BERNARDINO RIVADAVIA	GENERAL BARTOLOME MITRE	N
SANTA FE	NELSON	RUTA 11 KM 509/10	S/N	3032	SANTA FE		NELSON		RUTA 11		3032	NE	CI			
SANTA FE	ROSARIO	SAN LORENZO	1465	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	SAN LORENZO	1465	2000	CO	SM	CORRIENTES	PARAGUAY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LIBERTAD	1279	1012	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	LIBERTAD	1279	1012	CO	SM	ARENALES	JUNCAL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BERON DE ESTRADA	6559	1439	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		BERON DE ESTRADA	6559	1439	NE	AI			
BUENOS AIRES	MUNRO	SIVORI EDUARDO	5456/8	1605	BUENOS AIRES	VICENTE LOPEZ	MUNRO		EDUARDO SIVORI	5456	1605	CO	SM	GERVASIO MENDEZ	ANTARTIDA ARGENTINA	N
CORDOBA	CORDOBA	AV. 24 DE SETIEMBRE	1187	5000	CORDOBA	CAPITAL	CORDOBA	GRAL PAZ	AV 24 DE SEPTIEMBRE	1187	5004	CO	SM	DAVID LUQUE	CORONEL JUAN PASCUAL PRINGLES	N
CORDOBA	CORDOBA	SANTA ROSA	715	5000	CORDOBA	CAPITAL	CORDOBA	ALBERDI	SANTA ROSA	715	5000	CO	SM	MARIANO FRAGUEIRO	GENERAL JUSTO JOSE DE URQUIZA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	Bernardo de Irigoyen	972	1021	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	DR B DE IRIGOYEN	972	1072	CO	SM	ESTADOS UNIDOS	CARLOS CALVO	N
LA RIOJA	LA RIOJA	PELAGIO B LUNA	657	5300	LA RIOJA	CAPITAL	LA RIOJA	CENTRO	DR PELAGIO B LUNA	657	5300	CO	SM	25 DE MAYO	GENERAL MANUEL BELGRANO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GAVA	699	1408	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		GAVA	699	1408	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PASTEUR	741	1028	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	DR L PASTEUR	741	1028	CO	SM	GENERAL JUAN JOSE VIAMONTE	AVENIDA CORDOBA	N
CORDOBA	CORDOBA	AVDA HIPOLITO YRIGOYEN	660	5000	CORDOBA		CORDOBA		AVENIDA HIPOLITO YRIGOYEN	660	5000	NE	AI			
CORDOBA	CORDOBA	DEAN FUNES	454	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	DEAN FUNES	454	5000	CO	SM	MARISCAL ANTONIO JOSE DE SUCRE	JUJUY	N
BUENOS AIRES	SAN FERNANDO	LAS HERAS	2567	1646	BUENOS AIRES	SAN FERNANDO	SAN FERNANDO		LAS HERAS	2567	1646	CO	SM	FRENCH	SARRATEA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DEL LIBERTADOR AVDA.	5881	1428	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	AV DEL LIBERTADOR	5881	1428	CO	SM	MARISCAL ANTONIO JOSE DE SUCRE	ESTEBAN ECHEVERRIA	N
BUENOS AIRES	VILLA MAIPU	CALLE 39	1755	1650	BUENOS AIRES	GENERAL SAN MARTIN	GENERAL SAN MARTIN		CALLE 39	1755	1650	NE	AI			
TUCUMAN	SAN MIGUEL DE TUCUMAN	AYACUCHO	945	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	VILLA ALEM	BAT DE AYACUCHO	945	4000	CO	SM	AVENIDA PRESIDENTE GENERAL JULIO ARGENTINO ROCA	DOCTOR ADOLFO ALSINA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MARTINEZ CASTRO	1138	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE AVELLANEDA	M MARTINEZ CASTRO	1138	1407	CO	SM	FRANCISCO BILBAO	GREGORIO DE LAFERRERE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PASO	31	1031	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	DR J JOSE PASO	31	1031	CO	SM	GENERAL CORNELIO SAAVEDRA	GENERAL BARTOLOME MITRE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BEAUCHEF	359	1424	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	J BEAUCHEF	359	1424	CO	SM	GUAYAQUIL	FORMOSA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	JURAMENTO	2089	1428	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	JURAMENTO	2089	1428	CO	SM	GENERAL BERNARDO O HIGGINS	INGENIERO ANTONIO ARCOS	N
BUENOS AIRES	ACASSUSO	MANZONE	1027	1641	BUENOS AIRES	SAN ISIDRO	ACASSUSO		MANZONE	1027	1640	CO	SM	EDUARDO COSTA	EDUARDO COSTA	N
MISIONES	MONTECARLO	EL LIBERTADOR Y RIVADAVIA	0	3384	MISIONES	MONTECARLO	MONTECARLO		AV DEL LIB G SAN MARTIN		3384	CO	SM			
SALTA	ORAN	GUEMES	S/N	4530	SALTA		SAN RAMON DE LA NUEVA ORAN		GUEMES		4530	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RODRIGUEZ MANUEL A. GENERAL	2336	1416	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PATERNAL	GRAL M A RODRIGUEZ	2336	1416	CO	SM	PAYSANDU	FRAGATA PRESIDENTE SARMIENTO	N
CHUBUT	COMODORO RIVADAVIA	RIVADAVIA	1797	9000	CHUBUT	ESCALANTE	COMODORO RIVADAVIA	CENTRO	AV RIVADAVIA	1797	9000	CO	SM	VIAMONTE	31 DE DICIEMBRE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ARTIGAS MANUEL	6035	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	MANUEL ARTIGAS	6035	1440	CO	SM	AVENIDA CORONEL MARIANO LARRAZABAL	INOCENCIO PIERES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AYACUCHO	1640	1112	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AYACUCHO	1640	1112	CO	SM	AVENIDA GENERAL JUAN GREGORIO DE LAS HERAS	VICENTE FIDEL LOPEZ	N
BUENOS AIRES	TANDIL	9 DE JULIO	430	7000	BUENOS AIRES	TANDIL	TANDIL		9 DE JULIO	430	7000	CO	SM	GENERAL MANUEL BELGRANO	GENERAL PINTO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GUAYAQUIL	150	1424	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	GUAYAQUIL	150	1424	CO	SM	FELIPE SENILLOSA	FRANCISCO DOBLAS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORRIENTES AVDA.	6041	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV CORRIENTES	6041	1414	CO	SM	HUMBOLDT	AVENIDA CORONEL MANUEL DORREGO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	TUCUMAN	1539	1050	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TUCUMAN	1539	1050	CO	SM	PARANA	MONTEVIDEO	N
BUENOS AIRES	LA REJA	SOFOCLES	1577	1744	BUENOS AIRES	MORENO	LA REJA	CORTEJARENA	SOFOCLES	1577	1744	CO	SM	RICARDO PALMA	LA RIOJA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BERON DE ASTRADA	2694	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SOLDATI	BERON DE ASTRADA	2694	1437	CO	SM	VARELA	CULPINA	N
CORDOBA	VILLA DOLORES	SARMIENTO	270	5870	CORDOBA		VILLA DOLORES		SARMIENTO	270	5870	DU	DS			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	TERRADA	470	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	CNEL J TERRADA	470	1406	CO	SM	BOGOTA	AVENIDA DOCTOR NICOLAS AVELLANEDA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CONCORDIA	5177	1419	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	CONCORDIA	5177	1419	CO	SM	JOSE LEON CABEZON	OBISPO SAN ALBERTO	N
CORDOBA	ROSALES	FLORENTINO LAFOURCADE	0	6128	CORDOBA	PRESIDENTE ROQUE SAENZ PEÑA	ROSALES		FLORENTINO LAFOURCADE 0		6128	CO	SM			
BUENOS AIRES	ESCOBAR	BERNARDO DE IRIGOYEN	142	1625	BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR		DR B DE IRIGOYEN	142	1625	CO	SM	ITALIA	DON BOSCO	N
BUENOS AIRES	MARTINEZ	VICENTE LOPEZ	36	1640	BUENOS AIRES	SAN ISIDRO	MARTINEZ		VICENTE LOPEZ	36	1640	CO	SM	AVENIDA SANTA FE	ALBARELLOS	N
CORDOBA	BARRIO YAPEYU	CAMACUA	23	5000	CORDOBA	CAPITAL	CORDOBA	YAPEYU	CAMACUA	23	5004	CO	SM	ROSARIO DE SANTA FE	25 DE MAYO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MOLDES	2378	1428	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	CNEL J MOLDES	2378	1428	CO	SM	AVENIDA FELIX DE OLAZABAL	ALMIRANTE MANUEL BLANCO ENCALADA	N
BUENOS AIRES	VICTORIA	PASTEUR	4600	1644	BUENOS AIRES	SAN FERNANDO	VICTORIA		DR L PASTEUR	4600	1644	CO	SM	RASTREADOR FOURNIER	FERNANDO FADER	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALVEAR AVDA.	1847	1129	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV ALVEAR	1847	1129	CO	SM	AVENIDA CALLAO	AYACUCHO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	HUMAITA	7259	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	PASO DE HUMAITA	7259	1408	CO	SM	PASAJE TOMAS VALENCIA	BOQUERON	N
SANTA FE	GOBERNADOR CRESPO	INDEPENDENCIA	836	3044	SANTA FE	SAN JUSTO	GOBERNADOR CRESPO		INDEPENDENCIA	836	3044	CO	SM			N
SANTA FE	RAFAELA	AV. STA FE	252	2300	SANTA FE	CASTELLANOS	RAFAELA	30 DE OCTUBRE	AV SANTA FE	252	2300	CO	SM	GENERAL CORNELIO SAAVEDRA	SARGENTO JUAN BAUTISTA CABRAL	N
SANTA CRUZ	LAS HERAS	PERITO MORENO	446	9017	SANTA CRUZ	DESEADO	LAS HERAS		AV PERITO F P MORENO	446	9017	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MOSCONI GENERAL AVDA.	2594	1419	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA PUEYRREDON	AV GRAL E MOSCONI	2594	1419	CO	SM	GENERAL JOSE GERVASIO ARTIGAS	BOLIVIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALSINA ADOLFO	1760	1088	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR A ALSINA	1760	1088	CO	SM	SOLIS	AVENIDA ENTRE RIOS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	JUNIN	222	1026	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	JUNIN	222	1026	CO	SM	TENIENTE GENERAL JUAN DOMINGO PERON	DOMINGO FAUSTINO SARMIENTO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LARRALDE CRISOLOGO	3609	1430	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAAVEDRA	CRISOLOGO LARRALDE	3609	1430	CO	SM	ROQUE PEREZ	CORONEL JOSE MELIAN	N
MISIONES	POSADAS	CORPI Y BLAS PARERA	ED. D	3300	MISIONES		POSADAS		CORPI		3300	NE	AI			
SANTA FE	ROSARIO	SAN LORENZO	1069	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	SAN LORENZO	1069	2000	CO	SM	AVENIDA SAN MARTIN	DOMINGO FAUSTINO SARMIENTO	N
CATAMARCA	SAN FERNANDO DEL VALLE DE CATAMARCA	RIVADAVIA	310	4700	CATAMARCA	CAPITAL	SAN FDO DEL VALLE DE CATAMARCA		RIVADAVIA	310	4700	CO	SM	DIEGO DE ROJAS	PRADO	N
BUENOS AIRES	FLORIDA	MONTEAGUDO	1803	1602	BUENOS AIRES	VICENTE LOPEZ	FLORIDA		DR B MONTEAGUDO	1803	1602	CO	SM	CHACABUCO	VIRREY SANTIAGO DE LINIERS	N
BUENOS AIRES	JOSE INGENIEROS		BRANDSEN		BUENOS AIRES	TRES DE FEBRERO	JOSE INGENIEROS	PARTIDO 3 DE FEBRERO	BRANDSEN			NE	AI			
CORDOBA	CORDOBA	AV GRAL PAZ	174	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	AV GRAL JOSE MARIA PAZ	174	5000	CO	SM	9 DE JULIO	AVENIDA COLON	N
NEUQUEN	NEUQUEN	RIOJA	471	8300	NEUQUEN	CONFLUENCIA	NEUQUEN	AREA CENTRO ESTE	LA RIOJA	471	8300	CO	SM	GENERAL MANUEL BELGRANO	GOBERNADOR ELORDI	N
RIO NEGRO	VIEDMA	JULIO ARGENTINO ROCA	250	8500	RIO NEGRO	ADOLFO ALSINA	VIEDMA	MITRE	PRES GRAL J A ROCA	250	8500	CO	SM	GENERAL MANUEL BELGRANO	AVENIDA 25 DE MAYO	N
BUENOS AIRES	FLORIDA	J. S. AGUERO	1278	1602	BUENOS AIRES	VICENTE LOPEZ	FLORIDA OESTE		JULIAN S DE AGUERO	1278	1602	CO	SM	PRESIDENTE GENERAL JULIO ARGENTINO ROCA	GENERAL JUSTO JOSE DE URQUIZA	N
CORDOBA	CORDOBA	AV. INTERFABRICA	1675	5000	CORDOBA		CORDOBA		AVENIDA INTERFABRICA	1675	5000	NE	CI			
BUENOS AIRES	MAR DEL PLATA	A DEL VALLE	3957	7600	BUENOS AIRES	GENERAL PUEYRREDON	MAR DEL PLATA	LEANDRO N ALEM	ARISTOBULO DEL VALLE	3957	7602	CO	SM	FORMOSA	ALMAFUERTE	N
ENTRE RIOS	LARROQUE	RUTA N 16 KM 31	S/N	2854	ENTRE RIOS		LARROQUE		RUTA 16		2854	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SANTA FE AVDA.	1111	1059	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV SANTA FE	1111	1059	CO	SM	CERRITO	LIBERTAD	N
SANTA FE	ROSARIO	CERRITO	1545	2000	SANTA FE	ROSARIO	ROSARIO	DEL ABASTO	CERRITO	1545	2000	CO	SM	PARAGUAY	PRESIDENTE GENERAL JULIO ARGENTINO ROCA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CAPDEVILA	3468	1431	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	JOSE A CAPDEVILA	3468	1431	CO	SM	MANUELA PEDRAZA	IGNACIO NUÑEZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PARAGUAY	781	1057	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PARAGUAY	781	1057	CO	SM	MAIPU	ESMERALDA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ITUZAINGO	946	1272	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	ITUZAINGO	946	1272	CO	SM	AVENIDA MANUEL AUGUSTO MONTES DE OCA	GENERAL HORNOS	N
CORDOBA	ADELIA MARIA	MITRE Y RIVADAVIA	0	5843	CORDOBA	RIO CUARTO	ADELIA MARIA		GRAL MITRE		5843	CO	SM			
MENDOZA	CORONEL DORREGO	JOAQUIN V GONZALEZ	336	5519	MENDOZA	GUAYMALLEN	CORONEL DORREGO		J V GONZALEZ	336	5519	CO	SM	GENERAL GERONIMO ESPEJO	RAFAEL SOBREMONTE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LA HUERTA	6864	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	PJE LA HUERTA	6864	1408	CO	SM	TIMOTEO GORDILLO	COSQUIN	N
SANTA FE	SAN JUSTO	URQUIZA	2741	3040	SANTA FE	SAN JUSTO	SAN JUSTO	CENTRO	URQUIZA	2741	3040	CO	SM	ITALIA	BOULEVARD CARLOS PELLEGRINI	N
SANTA FE	ROSARIO	PARAGUAY	565	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	PARAGUAY	565	2000	CO	SM	GENERAL JUSTO JOSE DE URQUIZA	SAN LORENZO	N
SANTA FE	ROSARIO	MENDOZA	1478	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	MENDOZA	1478	2000	CO	SM	CORRIENTES	PARAGUAY	N
TUCUMAN	SAN MIGUEL DE TUCUMAN	AV REP DEL LIBANO	1602	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	EL EMPALME	AV REP DEL LIBANO	1602	4000	CO	SM	REPUBLICA DEL PARAGUAY	DIAGONAL JAVIER LOPEZ	N
JUJUY	SAN SALVADOR DE JUJUY	LAS HERAS	454	4600	JUJUY	DR MANUEL BELGRANO	SAN SALVADOR DE JUJUY	ALMIRANTE BROWN	LAS HERAS	454	4600	CO	SM	EL PAYADOR	TENIENTE FERNANDEZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	VIRASORO VALENTIN	1848	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	VALENTIN VIRASORO	1848	1414	CO	SM	DOCTOR LUIS BELAUSTEGUI	REMEDIOS DE ESCALADA DE SAN MARTIN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAENZ AVDA.	1319	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	AV SAENZ	1319	1437	CO	SM	AVENIDA INTENDENTE FRANCISCO RABANAL	PASAJE ALFREDO COLMO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CHIVILCOY	2332	1417	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	CHIVILCOY	2332	1417	CO	SM	SANTO TOME	MARCOS SASTRE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GAINZA MARTIN DE GRAL.	302	1405	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	MARTIN DE GAINZA	302	1405	CO	SM	AVENIDA DOCTOR NICOLAS AVELLANEDA		N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DONADO	1450	1430	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA ORTUZAR	AGUSTIN J DONADO	1450	1430	CO	SM	AVENIDA DE LOS INCAS	AVENIDA CORONEL IGNACIO ALVAREZ THOMAS	N
SALTA	HIPOLITO IRIGOYEN	BÂ° PATRON COSTAS MG C5	S/N	4533	SALTA	ORAN	HIPOLITO YRIGOYEN		BA PATRON COSTAS MG C. 5 S/N		4533	CO	SM			
BUENOS AIRES	LANUS	CALLAO	2612	1824	BUENOS AIRES	LANUS	VALENTIN ALSINA	VILLA PROGRESO	CALLAO	2612	1822	CO	SM	JUAN FARREL	JOSE IGNACIO RUCCI	N
SANTA FE	ROSARIO	ITALIA	1913	2000	SANTA FE	ROSARIO	ROSARIO	DEL ABASTO	ITALIA	1913	2000	CO	SM	PASCO	ITUZAINGO	N
CORDOBA	UNQUILLO	SAN MARIN AVDA.	2789	5109	CORDOBA	COLON	UNQUILLO	NORTE	AVDA SAN MARTIN	2789	5109	CO	SM	PASAJE ARIAS	PASAJE BLAS PARERA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CHARCAS	3936	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	CHARCAS	3936	1425	CO	SM	AVENIDA DOCTOR RAUL SCALABRINI ORTIZ	MALABIA	N
